t,S,E,I,R,beta(t),R(t),new_infections,new_symptomatic
24.0,99939.81198246079,30.63020912349957,16.566489308084012,13.991319107663506,1e-05,5.716557245396757,16.556518266593635,7.619455005845665
25.0,99920.64759686845,40.951720585210055,22.0566071410874,17.34407540526625,1e-05,5.715461042540875,22.039104693271664,10.186995170450263
26.0,99895.11922755674,54.66820360858786,29.40137681877836,21.811192015891397,1e-05,5.7140008198162455,29.370540427661872,13.599055624026832
27.0,99861.09169257813,72.9333552575461,39.20763013616577,27.7673220281495,1e-05,5.712054444815469,39.1531674807634,18.142625685956745
28.0,99815.73007479981,97.27002030397729,52.289394634539065,35.71051026167664,1e-05,5.709459760278548,52.193041006158374,24.196522463675947
29.0,99755.26625722308,129.6967338886264,69.73317794780648,46.30383094049681,1e-05,5.70600122991316,69.56251733145753,32.26286912652398
30.0,99674.69299119995,172.89092614252647,92.98575221645633,60.430330441075846,1e-05,5.701392439096637,92.68326304731076,43.00769307028022
31.0,99567.36289192353,230.40081313141124,123.9705784379792,79.26571650708416,1e-05,5.695253157418025,123.43423571255947,57.31363510731624
32.0,99424.46476739133,306.9197788599751,165.24097350980702,104.37448023888906,1e-05,5.687079384694784,164.28995348855253,76.34820369651123
33.0,99234.34428581336,408.6387933668006,220.18018759844264,137.83673322139057,1e-05,5.676204493148524,218.49436541058833,101.65144113602007
34.0,98981.63126815087,543.693142034,293.2605915185965,182.4149982965111,1e-05,5.66174930853823,290.27411735173536,135.24705025721394
35.0,98646.13396892774,722.717775925079,390.3757769594203,241.77247818774438,1e-05,5.642558863022666,385.09061192163233,179.78054127489528
36.0,98201.46556745433,959.5179657286086,519.2596741639948,320.75679265304996,1e-05,5.617123830458388,509.9206101298309,238.68606112651958
37.0,97613.38673112009,1271.8436253842206,690.0041717419787,425.7654717536905,1e-05,5.583485721020069,673.5364406233598,316.37901128960715
38.0,96837.89218643197,1682.218604653097,915.678329973557,565.210878941372,1e-05,5.539127433063909,886.7235939543139,418.4623394659446
39.0,95819.1568833503,2218.7083715436925,1213.0334186954387,750.1013264105709,1e-05,5.480855773727637,1162.31839450725,551.9175053591275
40.0,94487.61356153195,2915.395200084956,1603.241654104903,994.7495842782166,1e-07,0.054046914957196275,15.148647785881536,725.2226865882976
41.0,94470.73178343296,2288.340683589012,1934.797592805954,1307.1299401720637,1e-07,0.05403725858012364,18.278174444520303,569.2389760171673
42.0,94451.61953688363,1801.326104261077,2087.2021797531247,1660.852179102147,1e-07,0.05402632637509743,19.713962617859632,448.09107071171076
43.0,94431.68773059225,1422.2711794472968,2117.222316377917,2029.8187735825109,1e-07,0.054014925381898754,19.993287663644065,353.79880085753655
44.0,94411.88710889517,1126.5653733832144,2066.1134473356155,2396.43407038599,1e-07,0.05400359942628803,19.506566954402036,280.2401426326404
45.0,94392.83534002508,895.3110204925157,1963.5969498823767,2749.256689600022,1e-07,0.05399270181449433,18.534948356442268,222.71418420211836
46.0,94374.91145757586,713.982069762223,1830.8496457964616,3081.256826865472,1e-07,0.053982449353733385,17.27862732141752,177.607480040354
47.0,94358.32566885218,571.3999213381276,1682.7464880383677,3388.5279217713364,1e-07,0.053972962282583435,15.878114113644157,142.13928391495713
48.0,94343.17069237147,458.9510490584481,1529.5394827032471,3669.338775866839,1e-07,0.05396429363603647,14.430160449739398,114.16692762647965
49.0,94329.4592804507,369.9890919502105,1378.1113436734654,3923.4402839256136,1e-07,0.05395645070841779,12.999649787697335,92.03708754980362
50.0,94317.15144348636,299.37769839198654,1232.9088238261495,4151.562034295494,1e-07,0.05394941062567419,11.628444825282157,74.47206427661358
51.0,94306.17402743251,243.14075308575997,1096.6352360719413,4355.049983409779,1e-07,0.05394313154369139,10.341947341761504,60.48277439944279
52.0,94296.43463017778,198.19462809178327,970.7620861727121,4535.608655557718,1e-07,0.053937560608461686,9.153940360024016,49.302146291488384
53.0,94287.83134973758,162.14306662816185,855.9052105786691,4695.120373055581,1e-07,0.05393263953204989,8.070144614640318,40.33409617615967
54.0,94280.25947971316,133.1199222066749,752.0996412776569,4835.5209568025,1e-07,0.05392830842239592,7.090814933425668,33.11440850912311
55.0,94273.61598339195,109.66848608409343,658.998972103936,4958.716558419999,1e-07,0.053924508342500184,6.212621602957649,27.280717931366528
56.0,94267.8023650691,90.64879951626203,576.0186359537454,5066.530199460879,1e-07,0.05392118295281952,5.4300010932684355,22.549452615985583
57.0,94262.72639675501,75.16638454504438,502.43767173455245,5160.669546965377,1e-07,0.05391827949894386,4.736114478213672,18.698105608219997
58.0,94258.30303822343,62.51737950865985,437.4699116040109,5242.709670663877,1e-07,0.05391574933786379,4.123517149807568,15.551586942452701
59.0,94254.45479851349,52.14624813835916,380.3127681325201,5314.086185215618,1e-07,0.05391354814474971,3.5846172613244156,12.971703517004768
60.0,94251.11171987207,43.61313320836012,330.1797270666889,5376.095419852832,5e-06,2.695581795188341,155.59903171699682,10.84903811153237
61.0,94103.59260673825,164.3681390984918,302.1746995416886,5430.8645546215575,5e-06,2.691362748552714,142.178624108673,40.88759679066961
62.0,93962.4080497467,253.16081241935748,302.06880179186567,5483.362336042068,5e-06,2.6873248702227555,141.9155600653267,62.97532647247699
63.0,93816.93810585514,326.34828918547447,320.1774442128963,5537.536160746488,5e-06,2.683164429827457,150.1903373330609,81.18116646404839
64.0,93660.03160831197,393.6527414220409,351.25238122389266,5596.063269042104,5e-06,2.6786769039977223,164.49154563962315,97.92356751792063
65.0,93486.3851578741,461.0415132019715,392.62443654151923,5660.94889238241,5e-06,2.673710615515199,183.52519648456885,114.68694358257999
66.0,93291.60267220759,532.3774268142741,443.1440114647621,5733.875889513388,5e-06,2.6681398364251367,206.70807522069396,132.43219572494382
67.0,93071.64245454883,610.3665331765893,502.5782441214316,5816.412768153175,5e-06,2.661848974200096,233.8789132115242,151.8324709394501
68.0,92822.48539170566,697.1036158415625,571.2697054699777,5910.141286982822,5e-06,2.6547230822027816,265.133369453555,173.40885966208023
69.0,92539.92973982326,794.3867670681136,649.9448045574712,6016.738688551195,5e-06,2.6466419905589453,300.72923274255777,197.6086485244064
70.0,92219.4590552564,903.8986461596882,739.6076910120897,6138.034607571859,5e-06,2.6374765289803332,341.0311058912107,224.85040949245976
71.0,91856.15348421043,1027.3098245059548,841.4826218455644,6276.054069438079,5e-06,2.627085989648418,386.4767843327099,255.549707588546
72.0,91444.62838436183,1166.3353818345918,956.9832302916861,6433.053003511925,5e-06,2.615316371792748,437.554879320447,290.13317956084376
73.0,90978.992443149,1322.7618647532915,1087.695931432594,6611.549760665138,5e-06,2.6019991838740615,494.78739963124957,329.045239988381
74.0,90452.82244834855,1498.4535832917256,1235.3695996438103,6814.354368715932,5e-06,2.5869507220227685,558.713335273345,372.7496475850064
75.0,89859.15509999346,1695.342402944748,1401.9063536449898,7044.596143416843,5e-06,2.5699718358598127,629.8706023392572,421.7269659066538
76.0,89190.49854408426,1915.4022654506487,1589.3496886605774,7305.74950180458,5e-06,2.5508482583608094,708.77445546261,476.46822523647984
77.0,88438.8677953917,2160.6080613216072,1799.8668929242674,7601.657250362468,5e-06,2.529351618948203,795.8909509631586,537.4646918710466
78.0,87595.84972532556,2432.8773021035477,2035.72289200925,7936.550080561694,5e-06,2.505241302144311,891.6043826542372,605.1933587322259
79.0,86652.70387334103,2733.9927878856274,2299.242790191306,8315.060548582092,5e-06,2.4782673307775536,996.1780231568083,680.0977084292606
80.0,85600.50581060407,3065.5044328562985,2592.760405072439,8742.229351467247,5e-06,2.4481744661832763,1109.7080105995376,762.5632917552982
81.0,84430.34047091981,3428.6086128520965,2918.5498612156357,9223.501055012512,5e-06,2.4147077374683064,1232.0707923189595,852.8877146398252
82.0,83133.54975884157,3824.0055663121243,3278.738262535592,9764.706412310743,5e-06,2.377619523102869,1362.8657524736022,951.2451657492848
83.0,81702.03963718198,4251.735772868421,3675.1971574478252,10372.027432501807,5e-06,2.3366783336234045,1501.355519161304,1057.6457146438859
84.0,80128.64613509519,4711.000148111231,4109.412072401611,11051.941644391993,5e-06,2.291679279463722,1646.4081288637844,1171.8905841072717
85.0,78407.55596807336,5199.971631708373,4582.330774842283,11811.14162537601,5e-06,2.2424561006868977,1796.4467834633563,1293.525281519496
86.0,76534.77067224325,5715.610020971269,5094.192953409142,12656.426353376371,5e-06,2.188894441226157,1949.4144472466314,1421.7935375550421
87.0,74508.59513684222,6253.496400552436,5644.346943459611,13594.561519145764,5e-06,2.1309458209136873,2102.7618061105254,1555.5961195404072
88.0,72330.12288486888,6807.70753267221,6231.062287167817,14632.107295291135,5e-06,2.06864151450725,2253.467504670602,1693.4595852418433
89.0,70003.68145115057,7370.753982991877,6851.350712693034,15775.21385316455,5e-06,2.002105289502906,2398.0988640073833,1833.5208912915118
90.0,67537.19393271253,7933.6068435804045,7500.811733319288,17029.387490387817,5e-06,1.9315637464755784,2532.918883429752,1973.5340406916432
91.0,64942.41017649184,8485.83498357938,8173.521619892258,18399.23322003656,5e-06,1.8573529310476664,2654.0409681273354,2110.9042247709904
92.0,62234.96049511026,9015.869981272057,8861.986210569232,19888.18331304849,5e-06,1.7799198701601535,2757.6268086149403,2242.7537266845916
93.0,59434.19468685101,9511.403244151688,9557.177511197717,21498.224557799625,5e-06,1.699817968043939,2840.115744286597,2366.0207075004205
94.0,56562.783536744515,9959.906325474865,10248.669651738368,23229.640486042295,5e-06,1.6176956091508932,2898.466415254401,2477.5886381778273
95.0,53646.08276278155,10349.246590034745,10924.88389362089,25080.786753562847,5e-06,1.5342779670155522,2930.3861276548278,2574.4394502573996
96.0,50711.28506469411,10668.354332439156,11573.44162937081,27047.91897349596,5e-06,1.4503427528502515,2934.520488233105,2653.8194856813825
97.0,47786.4131635871,10907.882363748211,12181.61362172006,29125.090850944656,5e-06,1.366691416478591,2910.5781076334774,2713.4035730716946
98.0,44899.22878727496,11060.79338601084,12736.84022304632,31304.13760366792,5e-06,1.2841179433160639,2859.3715160076144,2751.441140798717
99.0,42076.146563335984,11122.811910191078,13227.287614232377,33574.7539122406,5e-06,1.203377791711409,2782.7664614592013,2766.8686343758905
100.0,39341.242810240656,11092.690809213069,13642.39699120091,35924.6693893454,5e-06,1.1251595443728826,2683.544262722658,2759.3758231873308
101.0,36715.439027193395,10972.263846794898,13973.381175064258,38339.91595094748,5e-06,1.0500615561777311,2565.194122684019,2729.4188673619155
102.0,34215.91734083277,10766.27986517167,14213.628396833476,40805.17439716212,5e-06,0.9785752359478173,2431.6616716968383,2678.1790709382267
103.0,31855.79675293975,10482.04235377656,14358.979964843764,43304.18092843995,5e-06,0.9110757871340768,2287.083736697985,2607.473222332478
104.0,29644.06926345236,10128.899078638284,14407.861755936992,45820.1699019724,5e-06,0.8478203809347374,2135.538259156213,2519.6266364771855
105.0,27585.76859582522,9717.638469827007,14361.266784820296,48336.326149527515,5e-06,0.7889529818406013,1980.8329113448178,2417.3230024445293
106.0,25682.324310908978,9259.856045523038,14222.597641326687,50836.222002241324,5e-06,0.7345144752919969,1826.3468258406056,2303.446777493293
107.0,23932.044973502412,8767.347005327589,13997.392047384143,53304.21597378588,5e-06,0.6844564862421689,1674.9310799487116,2180.93209087751
108.0,22330.67242203581,8251.570804564819,13692.961270924796,55725.795502474604,5e-06,0.6386572312702241,1528.8651631432238,2052.629553374333
109.0,20871.954769109925,7723.217845420591,13317.97608136903,58087.851304100484,5e-06,0.5969379063965439,1389.8609719321114,1921.1984690100976
110.0,19548.19661655532,7191.892472672233,12882.033662604535,60378.87724816794,5e-06,0.5590784232334821,1259.1026342883886,1789.0279782766752
111.0,18350.756619722444,6665.91282037916,12395.235478023078,62589.09508187534,5e-06,0.524831639324062,1137.3097475067527,1658.187268751035
112.0,17270.475003765645,6152.2170341235715,11867.79993081935,64710.50803129145,5e-06,0.4939355851076974,1024.8127102745364,1530.402247294421
113.0,16298.023479639645,5656.358688248953,11309.72671195664,66736.89112015479,5e-06,0.4661234715176939,921.6309574988851,1407.0544000619286
114.0,15424.178488415651,5182.571271527,10730.522261590339,68663.72797846704,5e-06,0.4411315047686876,827.5474531834349,1289.1968337131843
115.0,14640.023590078976,4733.8809307983565,10138.990147221959,70488.10533190075,5e-06,0.41870467467625866,742.175274674539,1177.5823210941187
116.0,13937.09022792115,4312.248757010952,9543.084549457893,72208.57646561004,5e-06,0.39860078051854486,665.0141520923746,1072.6986957738688
117.0,13307.447210088307,3918.7269844287302,8949.821651443779,73825.00415403921,5e-06,0.38059299020852555,595.4963958314673,974.807707569336
118.0,12743.74942259147,3553.616670979708,8365.241251542286,75338.39265488657,5e-06,0.36447123348611604,533.0226918459018,883.9842465123653
119.0,12239.255407455237,3216.6180571691457,7794.40977451128,76750.71676086436,5e-06,0.35004270465321974,476.98885990304575,800.1537455644642
120.0,11787.822071522125,2906.9679171636944,7241.45571175763,78064.75429955657,5e-06,0.33713171124553276,426.80495734503273,723.1263475531579
121.0,11383.883547607255,2623.5605728692603,6709.628831923694,79283.92704759982,5e-06,0.32557906946156745,381.90816635143716,652.627008176433
122.0,11022.419724817777,2365.051333887203,6201.375426297654,80412.1535149974,5e-06,0.3152412041297884,341.77081409911756,588.3212273351252
123.0,10698.918656202275,2129.9424862518463,5718.423078792953,81453.71577875294,5e-06,0.3059890735673851,305.9047168087779,529.836439366131
124.0,10409.336036897894,1916.6528804901332,5261.869505610959,82413.14157700104,5e-06,0.2977070106552797,273.8628393310513,476.77932350500834
125.0,10150.054067203224,1723.5727516729062,4832.271200843879,83295.10198028,5e-06,0.2902915463220122,245.23906977977214,428.74944071465336
126.0,9917.841177459473,1549.10563528866,4429.728894512098,84104.32429273978,5e-06,0.2836502576753409,219.6667381748706,385.34966051956724
127.0,9709.813669314006,1391.6993637820922,4053.967503775608,84845.51946312832,5e-06,0.27770067094238055,196.81634541557588,346.1938715875852
128.0,9523.399875205405,1249.8679792367886,3704.4092665810235,85523.32287897682,5e-06,0.2723692364308746,176.39285373533735,310.9124326459674
129.0,9356.307141842797,1122.206342987392,3380.2392243317627,86142.24729083809,5e-06,0.267590384256704,158.13278197876215,279.1558067132816
130.0,9206.491741414933,1007.3989095428601,3080.4628581613224,86706.64649088091,5e-06,0.26330566380446707,141.80127931698829,250.59674366737818
131.0,9072.131669642227,904.2240356539234,2803.955901431173,87220.68839327269,5e-06,0.2594629657517677,127.18928566826985,224.9313521527173
132.0,8951.602211784859,811.554874845146,2549.506749361821,87688.33616400819,5e-06,0.25601582325704697,114.11085128273854,201.8793221007826
133.0,8843.45409136979,728.3578059951302,2315.8519543491743,88113.33614828593,5e-06,0.25292278701317594,102.40065220347964,181.1835338296344
134.0,8746.393997213327,653.6890989355702,2101.705459577769,88499.21144427337,5e-06,0.25014686832030114,91.91172007780737,162.60922859093787
135.0,8659.26727547059,586.6904002774969,1905.7822177849682,88849.26010646697,5e-06,0.2476550440784589,82.51338796319573,145.9428856411684
136.0,8581.042563519648,526.5835075248694,1726.8169184956837,89166.55701045982,5e-06,0.24541781731666193,74.0894473850865,130.99092226986804
137.0,8510.79817177243,472.66473785956214,1563.5784590510711,89453.95863131694,5e-06,0.2434088277126915,66.53650345357306,117.57829299989109
138.0,8447.710014763197,424.29917860150306,1414.8807860221314,89714.11002061318,5e-06,0.24160450642222742,59.76251292887593,105.54705935360774
139.0,8391.040920360376,380.9149806090339,1279.5906966561752,89949.45340237442,5e-06,0.23998377032230675,53.68548948477204,94.7549703007547
140.0,8340.131156178884,341.99783705564045,1156.633101112893,90162.2379056526,5e-06,0.23852775106671606,48.23235881429721,85.07408881981107
141.0,8294.390037092446,307.0857231559657,1044.994200743383,90354.53003900821,5e-06,0.2372195550608439,43.337947437326505,76.38948337213078
142.0,8253.288475297388,275.7639600560306,943.7230187426654,90528.22454590391,5e-06,0.23604405039350526,38.94409157230851,68.59800001393798
143.0,8216.352374289061,247.66062266137234,851.9315727792764,90685.05543027031,5e-06,0.23498767790466712,34.99885000368411,61.607120065018
144.0,8183.156759973831,222.44230684905915,768.794028266214,90826.6069049109,5e-06,0.23403828333525156,31.455810247170913,55.33390717638288
145.0,8153.320564881601,199.81025246965754,693.5450591521974,90954.32412349655,5e-06,0.23318496815561376,28.273475967288192,49.70404290289989
146.0,8126.501987863873,179.49681213619058,625.4776272125935,91069.52357278734,5e-06,0.23241795685290675,25.414725904537598,44.65094829258473
147.0,8102.394363231882,161.2622474616628,563.9403522975605,91173.4030370089,5e-06,0.23172847878843184,22.84633565827378,40.1149869307619
148.0,8080.72247969,144.89183394476441,508.3346084011804,91267.05107796406,5e-06,0.23110866291913398,20.53855448655916,36.042744762379215
149.0,8061.239298128848,130.1932514772478,458.11145882843766,91351.45599156547,5e-06,0.23055144392648505,18.46473047415469,32.386380964489504
150.0,8043.7230217177985,116.99423689941072,412.7685210229868,91427.51422035981,5e-06,0.23005047842112905,16.60097827596503,29.103044004828543
151.0,8027.9744799509435,105.14047879315353,371.84682225051506,91496.03821900538,5e-06,0.229600070126597,14.925883997389949,26.154347958495908
152.0,8013.814791017001,94.49372770477106,334.9277107877185,91557.7637704905,5e-06,0.2291951030230862,13.420243213160417,23.505902414122158
153.0,8001.083271216631,84.93010623303465,301.6298504472491,91613.35677210308,5e-06,0.22883098155679563,12.066827752565297,21.126892097769815
154.0,7989.635564330446,76.3385955993199,271.60633558437723,91663.41950448585,5e-06,0.22850357713985076,10.850178191412054,18.989700397840775
155.0,7979.341967096653,68.61968313511217,244.54194091665113,91708.49640885158,5e-06,0.22820918025896428,9.756418859357524,17.069572919182132
156.0,7970.085929558663,61.68415284524218,220.15052179075659,91749.07939580534,5e-06,0.22794445758537776,8.773092880547535,15.344316628169699
157.0,7961.762711276853,55.45200483324424,198.17257034538284,91785.61271354453,5e-06,0.227706413542518,7.889014904868791,13.794031053045833
158.0,7954.278176843978,49.8514895923531,178.37293104233163,91818.49740252135,5e-06,0.22749235585773778,7.094139563648572,12.40086805779928
159.0,7947.547715711388,44.81824506068265,160.53867435586625,91848.09536487208,5e-06,0.2272998646693457,6.379443873301497,11.148817179274292
160.0,7941.495273487611,40.2945255727356,144.47712563160124,91874.73307530806,5e-06,0.22712676482174565,5.736822051652186,10.023513824063583
161.0,7936.052482628058,36.22851251936794,130.01404392608654,91898.7049609265,5e-06,0.22697110100316245,5.158991380380662,9.012067790887548
162.0,7931.157882249533,32.57369813871591,116.99194431570903,91920.27647529605,5e-06,0.22683111543233667,4.639407906596171,8.102909984755202
163.0,7926.7562178357375,29.288334587887615,105.26855643700074,91939.68689113938,5e-06,0.22670522783010208,4.17219092139794,7.285655370121298
164.0,7922.797812473003,26.33494106946202,94.71541162887024,91957.15183482868,5e-06,0.22659201743672788,3.7520552803034666,6.550980365537817
165.0,7919.238002127003,23.67986290460317,85.21655021872344,91972.86558474968,5e-06,0.22649020686083227,3.3742507145113945,5.890513160349048
166.0,7916.0366285554455,21.29287697752752,76.6673412939801,91987.00315317306,5e-06,0.22639864757668574,3.03450740948554,5.296735566549135
167.0,7913.157583717067,19.14683844498152,68.97340657722951,91999.72217126074,5e-06,0.2263163068943081,2.728987176657022,4.762895135567542
168.0,7910.568400330056,17.217364279208585,62.049640537170255,92011.16459485359,5e-06,0.22624225624943958,2.4542396284258894,4.282926437614076
169.0,7908.239884184709,15.482550046324848,55.81931958558285,92021.4582461834,5e-06,0.22617566068768266,2.207162847273795,3.85138060853852
170.0,7906.145783613478,13.922715949260583,50.213292950183096,92030.71820748711,5e-06,0.22611576941134548,1.9849680716971927,3.463362176432981
171.0,7904.2624924892325,12.520179247152072,45.16924860670592,92039.04807965695,5e-06,0.22606190728519204,1.7851479878795358,3.1144724495403167
172.0,7902.568783266218,11.259050309911672,40.631047701391935,92046.54111872251,5e-06,0.22601346720141383,1.6054482459821027,2.8007587835601178
173.0,7901.045567037501,10.125049649576408,36.548121806155514,92053.28126150681,5e-06,0.2259699032172725,1.4438418789003584,2.5186690670588083
